id,text,label
4264,My name is Rahim Ahmed and my phone number is 01712345678,1
4265,amar nam John Smith amar phone 01712345678,1
4266,David Miller lives in New York USA and email is rahim@gmail.com,1
4267,I live at New York USA,0
4268,ami thaki Dhaka Bangladesh,0
4269,My name is David Miller and my phone number is 01955667788,1
4270,ami thaki New York USA,0
4271,I live at Dhaka Bangladesh,0
4272,Nusrat Jahan lives in Chittagong Bangladesh and email is david@gmail.com,1
4273,I live at Chittagong Bangladesh,0
4274,I live at Chittagong Bangladesh,0
4275,My name is Nusrat Jahan and my phone number is 01898765432,1
4276,ami thaki New York USA,0
4277,My name is Rahim Ahmed and my phone number is 01712345678,1
4278,I live at Dhaka Bangladesh,0
4279,My NID number is 1234567890,1
4280,My NID number is 1234567890,1
4281,Rahim Ahmed lives in Dhaka Bangladesh and email is rahim@gmail.com,1
4282,Nusrat Jahan lives in New York USA and email is john@yahoo.com,1
4283,My name is Karim Hasan and my phone number is 01712345678,1
4284,My NID number is 1234567890,1
4285,My NID number is 9876543210,1
4286,Rahim Ahmed lives in New York USA and email is david@gmail.com,1
4287,amar nam Nusrat Jahan amar phone 01898765432,1
4288,amar nam Karim Hasan amar phone 01712345678,1
4289,amar nam Rahim Ahmed amar phone 01955667788,1
4290,Karim Hasan lives in New York USA and email is david@gmail.com,1
4291,My name is Rahim Ahmed and my phone number is 01955667788,1
4292,My name is David Miller and my phone number is 01712345678,1
4293,My name is Rahim Ahmed and my phone number is 01898765432,1
4294,My NID number is 1234567890,1
4295,Contact me at john@yahoo.com,1
4296,Nusrat Jahan lives in New York USA and email is john@yahoo.com,1
4297,amar email holo david@gmail.com,1
4298,My name is Nusrat Jahan and my phone number is 01955667788,1
4299,My NID number is 9876543210,1
4300,Contact me at john@yahoo.com,1
4301,ami thaki New York USA,0
4302,David Miller lives in Dhaka Bangladesh and email is rahim@gmail.com,1
4303,ami thaki Chittagong Bangladesh,0
4304,I live at Dhaka Bangladesh,0
4305,ami thaki New York USA,0
4306,ami thaki New York USA,0
4307,Contact me at david@gmail.com,1
4308,David Miller lives in Chittagong Bangladesh and email is john@yahoo.com,1
4309,Contact me at john@yahoo.com,1
4310,My NID number is 9876543210,1
4311,My name is John Smith and my phone number is 01712345678,1
4312,amar email holo rahim@gmail.com,1
4313,amar nam Karim Hasan amar phone 01712345678,1
4314,Nusrat Jahan lives in New York USA and email is john@yahoo.com,1
4315,My name is Karim Hasan and my phone number is 01898765432,1
4316,amar email holo john@yahoo.com,1
4317,Contact me at david@gmail.com,1
4318,Contact me at rahim@gmail.com,1
4319,ami thaki Chittagong Bangladesh,0
4320,My name is Rahim Ahmed and my phone number is 01955667788,1
4321,David Miller lives in Chittagong Bangladesh and email is rahim@gmail.com,1
4322,Contact me at rahim@gmail.com,1
4323,Nusrat Jahan lives in Chittagong Bangladesh and email is david@gmail.com,1
4324,I live at Chittagong Bangladesh,0
4325,amar email holo john@yahoo.com,1
4326,My NID number is 9876543210,1
4327,amar nam Rahim Ahmed amar phone 01898765432,1
4328,My name is David Miller and my phone number is 01955667788,1
4329,amar email holo david@gmail.com,1
4330,ami thaki New York USA,0
4331,ami thaki New York USA,0
4332,My name is David Miller and my phone number is 01955667788,1
4333,My NID number is 1234567890,1
4334,David Miller lives in Dhaka Bangladesh and email is rahim@gmail.com,1
4335,My name is Rahim Ahmed and my phone number is 01898765432,1
4336,My NID number is 1234567890,1
4337,My NID number is 1234567890,1
4338,amar email holo john@yahoo.com,1
4339,Contact me at david@gmail.com,1
4340,amar nam David Miller amar phone 01898765432,1
4341,My NID number is 9876543210,1
4342,Karim Hasan lives in Dhaka Bangladesh and email is john@yahoo.com,1
4343,My name is David Miller and my phone number is 01898765432,1
4344,amar email holo rahim@gmail.com,1
4345,I live at Dhaka Bangladesh,0
4346,amar nam David Miller amar phone 01955667788,1
4347,My name is Karim Hasan and my phone number is 01898765432,1
4348,Contact me at rahim@gmail.com,1
4349,ami thaki Dhaka Bangladesh,0
4350,Contact me at john@yahoo.com,1
4351,amar email holo david@gmail.com,1
4352,ami thaki Chittagong Bangladesh,0
4353,amar nam Nusrat Jahan amar phone 01898765432,1
4354,Karim Hasan lives in New York USA and email is rahim@gmail.com,1
4355,My name is John Smith and my phone number is 01955667788,1
4356,ami thaki Chittagong Bangladesh,0
4357,Karim Hasan lives in Dhaka Bangladesh and email is david@gmail.com,1
4358,My NID number is 1234567890,1
4359,My name is Rahim Ahmed and my phone number is 01898765432,1
4360,My NID number is 1234567890,1
4361,My name is John Smith and my phone number is 01898765432,1
4362,ami thaki Dhaka Bangladesh,0
4363,Contact me at david@gmail.com,1
4364,ami thaki New York USA,0
4365,My NID number is 9876543210,1
4366,amar nam Nusrat Jahan amar phone 01712345678,1
4367,amar nam Rahim Ahmed amar phone 01898765432,1
4368,I live at Dhaka Bangladesh,0
4369,amar nam Nusrat Jahan amar phone 01898765432,1
4370,ami thaki New York USA,0
4371,My NID number is 9876543210,1
4372,I live at Chittagong Bangladesh,0
4373,Rahim Ahmed lives in New York USA and email is david@gmail.com,1
4374,My NID number is 9876543210,1
4375,I live at Chittagong Bangladesh,0
4376,Nusrat Jahan lives in Chittagong Bangladesh and email is david@gmail.com,1
4377,I live at Chittagong Bangladesh,0
4378,amar nam Nusrat Jahan amar phone 01712345678,1
4379,I live at Chittagong Bangladesh,0
4380,ami thaki Chittagong Bangladesh,0
4381,ami thaki Dhaka Bangladesh,0
4382,My name is Karim Hasan and my phone number is 01712345678,1
4383,amar nam John Smith amar phone 01955667788,1
4384,My NID number is 9876543210,1
4385,I live at New York USA,0
4386,My name is John Smith and my phone number is 01955667788,1
4387,ami thaki New York USA,0
4388,John Smith lives in Dhaka Bangladesh and email is john@yahoo.com,1
4389,Nusrat Jahan lives in Chittagong Bangladesh and email is john@yahoo.com,1
4390,David Miller lives in New York USA and email is rahim@gmail.com,1
4391,My name is John Smith and my phone number is 01955667788,1
4392,Nusrat Jahan lives in New York USA and email is john@yahoo.com,1
4393,My name is John Smith and my phone number is 01712345678,1
4394,amar email holo david@gmail.com,1
4395,My name is Karim Hasan and my phone number is 01955667788,1
4396,Contact me at david@gmail.com,1
4397,ami thaki New York USA,0
4398,Contact me at john@yahoo.com,1
4399,Contact me at david@gmail.com,1
4400,I live at Chittagong Bangladesh,0
4401,My NID number is 1234567890,1
4402,Nusrat Jahan lives in New York USA and email is rahim@gmail.com,1
4403,Rahim Ahmed lives in Chittagong Bangladesh and email is john@yahoo.com,1
4404,amar nam Karim Hasan amar phone 01712345678,1
4405,My NID number is 9876543210,1
4406,amar email holo john@yahoo.com,1
4407,Contact me at rahim@gmail.com,1
4408,I live at Chittagong Bangladesh,0
4409,amar email holo david@gmail.com,1
4410,My NID number is 9876543210,1
4411,John Smith lives in New York USA and email is rahim@gmail.com,1
4412,Rahim Ahmed lives in Chittagong Bangladesh and email is rahim@gmail.com,1
4413,amar email holo rahim@gmail.com,1
4414,Contact me at david@gmail.com,1
4415,Contact me at rahim@gmail.com,1
4416,Nusrat Jahan lives in New York USA and email is rahim@gmail.com,1
4417,amar nam Nusrat Jahan amar phone 01898765432,1
4418,amar nam David Miller amar phone 01955667788,1
4419,amar nam John Smith amar phone 01898765432,1
4420,ami thaki New York USA,0
4421,My NID number is 1234567890,1
4422,John Smith lives in Chittagong Bangladesh and email is john@yahoo.com,1
4423,amar email holo john@yahoo.com,1
4424,My name is Nusrat Jahan and my phone number is 01898765432,1
4425,amar email holo david@gmail.com,1
4426,Contact me at john@yahoo.com,1
4427,amar nam Karim Hasan amar phone 01712345678,1
4428,My name is John Smith and my phone number is 01898765432,1
4429,My NID number is 9876543210,1
4430,amar nam David Miller amar phone 01955667788,1
4431,ami thaki Chittagong Bangladesh,0
4432,amar nam David Miller amar phone 01712345678,1
4433,My name is David Miller and my phone number is 01712345678,1
4434,amar email holo david@gmail.com,1
4435,Contact me at david@gmail.com,1
4436,My NID number is 9876543210,1
4437,John Smith lives in Dhaka Bangladesh and email is david@gmail.com,1
4438,amar nam John Smith amar phone 01955667788,1
4439,My name is Karim Hasan and my phone number is 01955667788,1
4440,amar nam John Smith amar phone 01712345678,1
4441,amar email holo john@yahoo.com,1
4442,amar nam David Miller amar phone 01712345678,1
4443,amar nam Karim Hasan amar phone 01955667788,1
4444,I live at New York USA,0
4445,amar email holo john@yahoo.com,1
4446,ami thaki Dhaka Bangladesh,0
4447,amar nam Karim Hasan amar phone 01898765432,1
4448,I live at Chittagong Bangladesh,0
4449,amar nam Karim Hasan amar phone 01898765432,1
4450,My NID number is 9876543210,1
4451,Contact me at rahim@gmail.com,1
4452,Contact me at john@yahoo.com,1
4453,ami thaki Dhaka Bangladesh,0
4454,Karim Hasan lives in New York USA and email is david@gmail.com,1
4455,Contact me at rahim@gmail.com,1
4456,Contact me at rahim@gmail.com,1
4457,amar email holo david@gmail.com,1
4458,amar email holo david@gmail.com,1
4459,My NID number is 1234567890,1
4460,amar email holo john@yahoo.com,1
4461,My NID number is 1234567890,1
4462,ami thaki Dhaka Bangladesh,0
4463,ami thaki Dhaka Bangladesh,0
4464,My NID number is 1234567890,1
4465,John Smith lives in Dhaka Bangladesh and email is john@yahoo.com,1
4466,ami thaki Dhaka Bangladesh,0
4467,amar nam John Smith amar phone 01898765432,1
4468,ami thaki New York USA,0
4469,I live at New York USA,0
4470,amar nam Rahim Ahmed amar phone 01898765432,1
4471,I live at Chittagong Bangladesh,0
4472,My NID number is 1234567890,1
4473,amar email holo david@gmail.com,1
4474,Rahim Ahmed lives in Chittagong Bangladesh and email is john@yahoo.com,1
4475,amar email holo david@gmail.com,1
4476,Contact me at david@gmail.com,1
4477,amar email holo john@yahoo.com,1
4478,amar nam David Miller amar phone 01898765432,1
4479,Contact me at rahim@gmail.com,1
4480,ami thaki Chittagong Bangladesh,0
4481,I live at New York USA,0
4482,amar email holo david@gmail.com,1
4483,I live at New York USA,0
4484,John Smith lives in Dhaka Bangladesh and email is rahim@gmail.com,1
4485,ami thaki New York USA,0
4486,amar nam John Smith amar phone 01955667788,1
4487,My name is Rahim Ahmed and my phone number is 01712345678,1
4488,amar nam John Smith amar phone 01955667788,1
4489,I live at Dhaka Bangladesh,0
4490,Contact me at john@yahoo.com,1
4491,I live at Chittagong Bangladesh,0
4492,ami thaki Dhaka Bangladesh,0
4493,amar nam Nusrat Jahan amar phone 01955667788,1
4494,My NID number is 9876543210,1
4495,I live at Dhaka Bangladesh,0
4496,My NID number is 1234567890,1
4497,amar nam Karim Hasan amar phone 01712345678,1
4498,Contact me at david@gmail.com,1
4499,I live at New York USA,0
4500,ami thaki Dhaka Bangladesh,0
4501,amar nam Rahim Ahmed amar phone 01955667788,1
4502,ami thaki Chittagong Bangladesh,0
4503,amar email holo rahim@gmail.com,1
4504,My NID number is 9876543210,1
4505,My NID number is 9876543210,1
4506,Contact me at rahim@gmail.com,1
4507,My NID number is 1234567890,1
4508,My NID number is 9876543210,1
4509,I live at Chittagong Bangladesh,0
4510,amar email holo david@gmail.com,1
4511,amar email holo david@gmail.com,1
4512,I live at Chittagong Bangladesh,0
4513,amar nam David Miller amar phone 01898765432,1
4514,Contact me at john@yahoo.com,1
4515,amar email holo rahim@gmail.com,1
4516,amar email holo david@gmail.com,1
4517,ami thaki Dhaka Bangladesh,0
4518,Contact me at david@gmail.com,1
4519,amar email holo john@yahoo.com,1
4520,I live at Dhaka Bangladesh,0
4521,My NID number is 9876543210,1
4522,Contact me at rahim@gmail.com,1
4523,My name is Nusrat Jahan and my phone number is 01712345678,1
4524,My NID number is 9876543210,1
4525,amar nam Nusrat Jahan amar phone 01712345678,1
4526,amar nam Rahim Ahmed amar phone 01898765432,1
4527,Karim Hasan lives in New York USA and email is david@gmail.com,1
4528,I live at New York USA,0
4529,amar nam Nusrat Jahan amar phone 01712345678,1
4530,amar email holo john@yahoo.com,1
4531,amar nam David Miller amar phone 01712345678,1
4532,ami thaki New York USA,0
4533,Rahim Ahmed lives in Dhaka Bangladesh and email is rahim@gmail.com,1
4534,Contact me at david@gmail.com,1
4535,My NID number is 9876543210,1
4536,ami thaki New York USA,0
4537,amar nam Rahim Ahmed amar phone 01955667788,1
4538,I live at New York USA,0
4539,David Miller lives in Chittagong Bangladesh and email is rahim@gmail.com,1
4540,Contact me at david@gmail.com,1
4541,ami thaki Dhaka Bangladesh,0
4542,amar email holo rahim@gmail.com,1
4543,My name is Nusrat Jahan and my phone number is 01955667788,1
4544,John Smith lives in Chittagong Bangladesh and email is john@yahoo.com,1
4545,My NID number is 9876543210,1
4546,I live at New York USA,0
4547,amar nam David Miller amar phone 01955667788,1
4548,Contact me at david@gmail.com,1
4549,My NID number is 9876543210,1
4550,I live at New York USA,0
4551,ami thaki New York USA,0
4552,ami thaki Chittagong Bangladesh,0
4553,I live at New York USA,0
4554,amar nam Karim Hasan amar phone 01898765432,1
4555,amar email holo rahim@gmail.com,1
4556,My name is David Miller and my phone number is 01712345678,1
4557,amar nam John Smith amar phone 01955667788,1
4558,ami thaki New York USA,0
4559,amar nam Nusrat Jahan amar phone 01712345678,1
4560,Karim Hasan lives in Dhaka Bangladesh and email is john@yahoo.com,1
4561,ami thaki New York USA,0
4562,My NID number is 9876543210,1
4563,Rahim Ahmed lives in Chittagong Bangladesh and email is rahim@gmail.com,1
4564,I live at New York USA,0
4565,Contact me at john@yahoo.com,1
4566,ami thaki Dhaka Bangladesh,0
4567,My name is John Smith and my phone number is 01712345678,1
4568,I live at New York USA,0
4569,amar nam David Miller amar phone 01955667788,1
4570,amar nam David Miller amar phone 01955667788,1
4571,I live at Chittagong Bangladesh,0
4572,I live at New York USA,0
4573,ami thaki Dhaka Bangladesh,0
4574,Contact me at david@gmail.com,1
4575,Rahim Ahmed lives in New York USA and email is rahim@gmail.com,1
4576,I live at Dhaka Bangladesh,0
4577,I live at New York USA,0
4578,My name is John Smith and my phone number is 01898765432,1
4579,My name is John Smith and my phone number is 01712345678,1
4580,ami thaki Dhaka Bangladesh,0
4581,amar email holo david@gmail.com,1
4582,amar email holo john@yahoo.com,1
4583,My NID number is 1234567890,1
4584,Contact me at rahim@gmail.com,1
4585,amar nam John Smith amar phone 01955667788,1
4586,My NID number is 9876543210,1
4587,amar nam Rahim Ahmed amar phone 01955667788,1
4588,Nusrat Jahan lives in Dhaka Bangladesh and email is david@gmail.com,1
4589,My NID number is 1234567890,1
4590,Karim Hasan lives in New York USA and email is rahim@gmail.com,1
4591,My NID number is 9876543210,1
4592,amar nam Karim Hasan amar phone 01712345678,1
4593,My name is Rahim Ahmed and my phone number is 01712345678,1
4594,My NID number is 1234567890,1
4595,My name is David Miller and my phone number is 01955667788,1
4596,I live at New York USA,0
4597,Rahim Ahmed lives in New York USA and email is john@yahoo.com,1
4598,I live at New York USA,0
4599,My name is Karim Hasan and my phone number is 01898765432,1
4600,ami thaki Chittagong Bangladesh,0
4601,I live at Dhaka Bangladesh,0
4602,I live at Dhaka Bangladesh,0
4603,Contact me at david@gmail.com,1
4604,amar nam Karim Hasan amar phone 01898765432,1
4605,My name is Rahim Ahmed and my phone number is 01898765432,1
4606,ami thaki New York USA,0
4607,I live at Dhaka Bangladesh,0
4608,My NID number is 1234567890,1
4609,ami thaki Dhaka Bangladesh,0
4610,amar nam John Smith amar phone 01898765432,1
4611,My NID number is 1234567890,1
4612,My NID number is 9876543210,1
4613,My NID number is 9876543210,1
4614,My NID number is 9876543210,1
4615,Contact me at rahim@gmail.com,1
4616,ami thaki Chittagong Bangladesh,0
4617,Rahim Ahmed lives in New York USA and email is david@gmail.com,1
4618,Karim Hasan lives in Chittagong Bangladesh and email is david@gmail.com,1
4619,Contact me at rahim@gmail.com,1
4620,My NID number is 9876543210,1
4621,amar nam Rahim Ahmed amar phone 01898765432,1
4622,My NID number is 1234567890,1
4623,amar email holo john@yahoo.com,1
4624,ami thaki Dhaka Bangladesh,0
4625,My NID number is 1234567890,1
4626,My name is Rahim Ahmed and my phone number is 01898765432,1
4627,amar nam John Smith amar phone 01712345678,1
4628,My name is Rahim Ahmed and my phone number is 01955667788,1
4629,ami thaki Chittagong Bangladesh,0
4630,Karim Hasan lives in Chittagong Bangladesh and email is rahim@gmail.com,1
4631,amar nam Nusrat Jahan amar phone 01898765432,1
4632,I live at Chittagong Bangladesh,0
4633,amar nam Rahim Ahmed amar phone 01898765432,1
4634,I live at Dhaka Bangladesh,0
4635,amar nam Nusrat Jahan amar phone 01712345678,1
4636,amar nam Karim Hasan amar phone 01712345678,1
4637,amar email holo john@yahoo.com,1
4638,My NID number is 9876543210,1
4639,My NID number is 9876543210,1
4640,amar nam Karim Hasan amar phone 01955667788,1
4641,My NID number is 1234567890,1
4642,amar email holo david@gmail.com,1
4643,amar nam Nusrat Jahan amar phone 01898765432,1
4644,I live at New York USA,0
4645,amar email holo david@gmail.com,1
4646,Karim Hasan lives in Chittagong Bangladesh and email is david@gmail.com,1
4647,My name is Nusrat Jahan and my phone number is 01955667788,1
4648,I live at Dhaka Bangladesh,0
4649,Contact me at john@yahoo.com,1
4650,My name is John Smith and my phone number is 01955667788,1
4651,My name is John Smith and my phone number is 01712345678,1
4652,My NID number is 9876543210,1
4653,amar email holo john@yahoo.com,1
4654,My name is John Smith and my phone number is 01898765432,1
4655,John Smith lives in Dhaka Bangladesh and email is john@yahoo.com,1
4656,ami thaki Dhaka Bangladesh,0
4657,I live at Chittagong Bangladesh,0
4658,ami thaki New York USA,0
4659,My NID number is 9876543210,1
4660,amar nam Nusrat Jahan amar phone 01712345678,1
4661,My name is Nusrat Jahan and my phone number is 01712345678,1
4662,I live at New York USA,0
4663,ami thaki Dhaka Bangladesh,0
4664,amar email holo john@yahoo.com,1
4665,amar nam Nusrat Jahan amar phone 01712345678,1
4666,John Smith lives in New York USA and email is david@gmail.com,1
4667,ami thaki Dhaka Bangladesh,0
4668,My name is Rahim Ahmed and my phone number is 01712345678,1
4669,John Smith lives in Chittagong Bangladesh and email is john@yahoo.com,1
4670,Contact me at john@yahoo.com,1
4671,Rahim Ahmed lives in New York USA and email is david@gmail.com,1
4672,Contact me at john@yahoo.com,1
4673,ami thaki Dhaka Bangladesh,0
4674,My NID number is 1234567890,1
4675,Contact me at rahim@gmail.com,1
4676,amar email holo rahim@gmail.com,1
4677,My name is Rahim Ahmed and my phone number is 01955667788,1
4678,ami thaki Dhaka Bangladesh,0
4679,My NID number is 9876543210,1
4680,I live at Dhaka Bangladesh,0
4681,Contact me at rahim@gmail.com,1
4682,I live at Chittagong Bangladesh,0
4683,My name is Karim Hasan and my phone number is 01712345678,1
4684,David Miller lives in Chittagong Bangladesh and email is david@gmail.com,1
4685,I live at Chittagong Bangladesh,0
4686,My name is Karim Hasan and my phone number is 01955667788,1
4687,I live at Dhaka Bangladesh,0
4688,ami thaki Chittagong Bangladesh,0
4689,amar email holo john@yahoo.com,1
4690,My name is Rahim Ahmed and my phone number is 01955667788,1
4691,amar email holo david@gmail.com,1
4692,amar email holo rahim@gmail.com,1
4693,I live at Chittagong Bangladesh,0
4694,I live at Chittagong Bangladesh,0
4695,My NID number is 1234567890,1
4696,amar email holo john@yahoo.com,1
4697,amar email holo rahim@gmail.com,1
4698,amar nam Rahim Ahmed amar phone 01898765432,1
4699,I live at Dhaka Bangladesh,0
4700,John Smith lives in New York USA and email is john@yahoo.com,1
4701,amar email holo david@gmail.com,1
4702,David Miller lives in New York USA and email is rahim@gmail.com,1
4703,amar email holo rahim@gmail.com,1
4704,Contact me at david@gmail.com,1
4705,My NID number is 9876543210,1
4706,My NID number is 1234567890,1
4707,amar email holo john@yahoo.com,1
4708,Nusrat Jahan lives in Dhaka Bangladesh and email is rahim@gmail.com,1
4709,amar email holo john@yahoo.com,1
4710,amar email holo john@yahoo.com,1
4711,My NID number is 9876543210,1
4712,Contact me at rahim@gmail.com,1
4713,Contact me at john@yahoo.com,1
4714,amar nam Karim Hasan amar phone 01955667788,1
4715,I live at Chittagong Bangladesh,0
4716,My NID number is 9876543210,1
4717,My NID number is 1234567890,1
4718,Nusrat Jahan lives in Dhaka Bangladesh and email is rahim@gmail.com,1
4719,amar email holo david@gmail.com,1
4720,I live at New York USA,0
4721,My NID number is 1234567890,1
4722,Rahim Ahmed lives in Dhaka Bangladesh and email is john@yahoo.com,1
4723,ami thaki New York USA,0
4724,Rahim Ahmed lives in New York USA and email is john@yahoo.com,1
4725,amar email holo rahim@gmail.com,1
4726,amar email holo david@gmail.com,1
4727,amar nam John Smith amar phone 01712345678,1
4728,amar email holo david@gmail.com,1
4729,Rahim Ahmed lives in Chittagong Bangladesh and email is rahim@gmail.com,1
4730,ami thaki Chittagong Bangladesh,0
4731,Contact me at rahim@gmail.com,1
4732,amar nam John Smith amar phone 01898765432,1
4733,Contact me at john@yahoo.com,1
4734,amar email holo david@gmail.com,1
4735,My NID number is 1234567890,1
4736,My name is Rahim Ahmed and my phone number is 01712345678,1
4737,amar email holo rahim@gmail.com,1
4738,amar nam David Miller amar phone 01898765432,1
4739,amar email holo david@gmail.com,1
4740,amar email holo john@yahoo.com,1
4741,My NID number is 9876543210,1
4742,amar nam John Smith amar phone 01955667788,1
4743,My NID number is 9876543210,1
4744,Rahim Ahmed lives in Chittagong Bangladesh and email is john@yahoo.com,1
4745,amar email holo john@yahoo.com,1
4746,I live at Chittagong Bangladesh,0
4747,Contact me at john@yahoo.com,1
4748,amar nam John Smith amar phone 01898765432,1
4749,My NID number is 1234567890,1
4750,I live at New York USA,0
4751,Contact me at david@gmail.com,1
4752,Contact me at john@yahoo.com,1
4753,My NID number is 1234567890,1
4754,amar email holo rahim@gmail.com,1
4755,amar nam Karim Hasan amar phone 01955667788,1
4756,David Miller lives in Dhaka Bangladesh and email is david@gmail.com,1
4757,John Smith lives in Chittagong Bangladesh and email is john@yahoo.com,1
4758,My NID number is 9876543210,1
4759,amar email holo david@gmail.com,1
4760,I live at Dhaka Bangladesh,0
4761,ami thaki Chittagong Bangladesh,0
4762,My NID number is 9876543210,1
4763,My NID number is 9876543210,1
4764,amar nam John Smith amar phone 01712345678,1
4765,My name is Karim Hasan and my phone number is 01898765432,1
4766,My name is Rahim Ahmed and my phone number is 01898765432,1
4767,amar nam Karim Hasan amar phone 01712345678,1
4768,Nusrat Jahan lives in New York USA and email is john@yahoo.com,1
4769,My name is John Smith and my phone number is 01955667788,1
4770,ami thaki New York USA,0
4771,I live at Chittagong Bangladesh,0
4772,Contact me at rahim@gmail.com,1
4773,My NID number is 9876543210,1
4774,Contact me at john@yahoo.com,1
4775,I live at Dhaka Bangladesh,0
4776,David Miller lives in Dhaka Bangladesh and email is john@yahoo.com,1
4777,amar nam Rahim Ahmed amar phone 01955667788,1
4778,My NID number is 1234567890,1
4779,amar email holo rahim@gmail.com,1
4780,John Smith lives in Dhaka Bangladesh and email is john@yahoo.com,1
4781,I live at New York USA,0
4782,I live at Dhaka Bangladesh,0
4783,amar nam Rahim Ahmed amar phone 01898765432,1
4784,amar nam Karim Hasan amar phone 01712345678,1
4785,My name is Nusrat Jahan and my phone number is 01955667788,1
4786,My NID number is 1234567890,1
4787,amar email holo rahim@gmail.com,1
4788,ami thaki Chittagong Bangladesh,0
4789,amar nam John Smith amar phone 01955667788,1
4790,My NID number is 1234567890,1
4791,amar email holo rahim@gmail.com,1
4792,Contact me at john@yahoo.com,1
4793,My name is Nusrat Jahan and my phone number is 01955667788,1
4794,amar email holo john@yahoo.com,1
4795,Contact me at david@gmail.com,1
4796,amar email holo john@yahoo.com,1
4797,I live at New York USA,0
4798,ami thaki Chittagong Bangladesh,0
4799,Contact me at david@gmail.com,1
4800,My NID number is 9876543210,1
4801,My name is David Miller and my phone number is 01898765432,1
4802,Contact me at rahim@gmail.com,1
4803,I live at New York USA,0
4804,My NID number is 9876543210,1
4805,Nusrat Jahan lives in Chittagong Bangladesh and email is john@yahoo.com,1
4806,ami thaki New York USA,0
4807,amar email holo john@yahoo.com,1
4808,amar nam Karim Hasan amar phone 01955667788,1
4809,My name is John Smith and my phone number is 01712345678,1
4810,amar nam Nusrat Jahan amar phone 01955667788,1
4811,I live at Chittagong Bangladesh,0
4812,My name is Nusrat Jahan and my phone number is 01955667788,1
4813,amar nam John Smith amar phone 01898765432,1
4814,amar email holo david@gmail.com,1
4815,I live at Chittagong Bangladesh,0
4816,My name is John Smith and my phone number is 01712345678,1
4817,My NID number is 1234567890,1
4818,amar nam John Smith amar phone 01955667788,1
4819,David Miller lives in New York USA and email is john@yahoo.com,1
4820,My NID number is 1234567890,1
4821,amar email holo john@yahoo.com,1
4822,Karim Hasan lives in Chittagong Bangladesh and email is rahim@gmail.com,1
4823,amar nam David Miller amar phone 01898765432,1
4824,My NID number is 9876543210,1
4825,I live at Dhaka Bangladesh,0
4826,I live at Dhaka Bangladesh,0
4827,amar email holo john@yahoo.com,1
4828,Rahim Ahmed lives in Chittagong Bangladesh and email is rahim@gmail.com,1
4829,My NID number is 9876543210,1
4830,Contact me at john@yahoo.com,1
4831,Contact me at david@gmail.com,1
4832,amar nam David Miller amar phone 01898765432,1
4833,My name is David Miller and my phone number is 01898765432,1
4834,amar email holo david@gmail.com,1
4835,My NID number is 1234567890,1
4836,I live at Dhaka Bangladesh,0
4837,ami thaki Chittagong Bangladesh,0
4838,amar nam Rahim Ahmed amar phone 01955667788,1
4839,My name is David Miller and my phone number is 01898765432,1
4840,amar email holo john@yahoo.com,1
4841,Contact me at rahim@gmail.com,1
4842,Karim Hasan lives in Chittagong Bangladesh and email is david@gmail.com,1
4843,Nusrat Jahan lives in Chittagong Bangladesh and email is rahim@gmail.com,1
4844,amar email holo david@gmail.com,1
4845,I live at Dhaka Bangladesh,0
4846,ami thaki New York USA,0
4847,My NID number is 1234567890,1
4848,amar email holo rahim@gmail.com,1
4849,My name is John Smith and my phone number is 01898765432,1
4850,My NID number is 1234567890,1
4851,I live at Chittagong Bangladesh,0
4852,amar nam Karim Hasan amar phone 01898765432,1
4853,amar nam David Miller amar phone 01712345678,1
4854,amar email holo rahim@gmail.com,1
4855,My NID number is 9876543210,1
4856,amar nam John Smith amar phone 01955667788,1
4857,I live at New York USA,0
4858,My NID number is 9876543210,1
4859,amar email holo david@gmail.com,1
4860,amar nam David Miller amar phone 01712345678,1
4861,I live at Dhaka Bangladesh,0
4862,ami thaki Dhaka Bangladesh,0
4863,amar email holo rahim@gmail.com,1
4864,My name is Rahim Ahmed and my phone number is 01712345678,1
4865,My NID number is 9876543210,1
4866,Contact me at rahim@gmail.com,1
4867,amar email holo david@gmail.com,1
4868,I live at Dhaka Bangladesh,0
4869,I live at New York USA,0
4870,My NID number is 9876543210,1
4871,David Miller lives in Dhaka Bangladesh and email is rahim@gmail.com,1
4872,My NID number is 9876543210,1
4873,amar email holo john@yahoo.com,1
4874,Karim Hasan lives in Dhaka Bangladesh and email is david@gmail.com,1
4875,David Miller lives in New York USA and email is john@yahoo.com,1
4876,Karim Hasan lives in Chittagong Bangladesh and email is rahim@gmail.com,1
4877,ami thaki Dhaka Bangladesh,0
4878,I live at Chittagong Bangladesh,0
4879,Contact me at john@yahoo.com,1
4880,My NID number is 9876543210,1
4881,ami thaki Chittagong Bangladesh,0
4882,ami thaki Dhaka Bangladesh,0
4883,ami thaki Dhaka Bangladesh,0
4884,Contact me at david@gmail.com,1
4885,Contact me at rahim@gmail.com,1
4886,Karim Hasan lives in Dhaka Bangladesh and email is john@yahoo.com,1
4887,amar nam David Miller amar phone 01955667788,1
4888,My name is David Miller and my phone number is 01955667788,1
4889,Contact me at rahim@gmail.com,1
4890,My name is John Smith and my phone number is 01955667788,1
4891,My NID number is 1234567890,1
4892,ami thaki New York USA,0
4893,My NID number is 1234567890,1
4894,ami thaki Chittagong Bangladesh,0
4895,amar nam Karim Hasan amar phone 01712345678,1
4896,My name is John Smith and my phone number is 01955667788,1
